,sampleid,processing_date,barcode_id,roost_site,latitude_s,longitude_e,researchers_present,sampling_session,net_date,net_open_time,net_close_time,exit_count,capture_time,processing_time_start,processing_time_end,weather,bat_species,duplicated_sampleid,recap,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,fed_bananas_before,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,hair_y_n,wing_punch,bat_flies,meglastreblidae,fleas,mites,ticks,t_star,urine_vial,feces_vial,throat_vial,eppendorf_vol_ul,serum_aliquots_num,rbc_aliquots_num,buffy_coat_aliquots_num,rna_protect_vol_ul,slides_thin_num,slides_thick_num,filter_y_n,toothwear,temperature_f,notes,check_notes_y_n,performed_necropsy,spleen_rna_preserve,liver_rna_preserve,kidney_rna_preserve,brain_rna_preserve,spleen_plain,liver_plain,kidney_plain,brain_plain,liver_aluminum,kidney_aluminum,gonads_aluminum,brain_aluminum,intestines_aluminum,teeth_num,tooth_type,predicted_mass_g,mass_forearm_residual,recap_new
24,KEL171,2/15/18,1071,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,no,NA,NA,unknown,200,18.2,106.8,49.4,29.3,small,small,yes,1,4,NA,2,1,0,NA,1,1,1,200,NA,NA,NA,200,2,2,yes,new,skipped because late and rushed and bats seemed healthy,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
25,KEL193,4/10/18,1042,Angavokely_Edup,-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,300,22.5,127.2,64.4,25.4,2.3,1.7,yes,1,4,NA,1,2,0,NA,1,1,1,300,NA,NA,NA,200,2,1,yes,new,96.0 (10:53),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
26,KEL206,4/10/18,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,yes,female,J,yes,no,NA,NA,unknown,300,21,130.1,60,27.3,7.3,4.4,yes,1,1,NA,7,5,0,NA,1,1,1,300,NA,NA,NA,200,2,1,yes,new,100.8 (17:35),"ring number 1030 banded as KEL206 (4/10/2018), pit tagged as KEL690 on 11/20/22, changed barcode_id to pit tag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes
27,KEL215,7/27/18,967,Angavokely_Edup,-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,200,18,120.2,57.2,32.3,small,small,yes,1,3,NA,0,2,0,NA,0,1,1,400,NA,NA,NA,200,2,0,yes,mild,95.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
28,KEL221,7/27/18,973,Angavokely_Edup,-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,no,NA,NA,unknown,240,18,122.5,59.1,31.3,small,small,yes,1,8,NA,0,0,0,NA,0,1,1,450,NA,NA,NA,200,2,0,yes,new,95.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
29,KEL228,7/27/18,979,Angavokely_Edup,-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,230,18.5,118,57.2,28.3,4.1,2.3,yes,1,8,NA,0,1,0,NA,0,1,1,500,NA,NA,NA,100,1,0,yes,mild,97.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
30,KEL236,7/27/18,987,Angavokely_Edup,-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,no,NA,NA,unknown,310,19,116.5,59.5,26.8,small,small,yes,1,2,NA,0,3,0,NA,1,1,1,300,NA,NA,NA,100,2,0,yes,mild,97.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
31,KEL253,1/6/19,,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,A,no,no,NA,NA,unknown,207,19.5,129.4,66.9,28.7,12.2,13.4,yes,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,200,2,1,yes,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.795436,-114.795436,no
32,KEL259,1/8/19,,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,160,18.5,109.2,35.6,22.8,small,small,no,0,NA,NA,NA,NA,NA,NA,0,0,0,300,NA,NA,NA,300,0,0,no,NA,NA,Bat died pre-processing. Took blood samples and froze instantly. Later took measurements (including weight) post freezing and performed necropsy.,NA,yes,1,1,1,1,1,1,1,1,1,NA,1,1,1,4,"UR, UL, LL, LR",NA,NA,no
33,KEL268B,3/14/19,981,Angavokely_Edup,-18.9327,47.7578,"KR, AG, AA, FR, CR",63,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,yes,male,A,no,no,NA,NA,unknown,300,21,127.5,61.8,28.4,16.5,20.1,yes,1,1,NA,NA,1,NA,NA,0,1,1,200,NA,NA,NA,150,2,1,yes,mild,94.6 (7:49),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.8374902,-12.83749024,yes
34,KEL281,2/5/19,857,Angavokely_Edup,-18.9327,47.7578,"CB, AA, FR, AG, KR",60,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,NA,NA,NA,unknown,200,19.6,111.07,55.21,22.56,small,small,yes,1,NA,NA,NA,1,NA,NA,0,1,1,200,NA,NA,NA,400,2,1,yes,new,100.9 (22:21),NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
35,KEL286,2/5/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"CB, AA, FR, AG, KR",60,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,yes,female,J,yes,no,NA,NA,unknown,195,19.8,117.12,53.02,25.71,small,small,yes,1,2,NA,NA,1,NA,NA,0,1,1,400,NA,NA,NA,200,2,1,yes,new,98.4 (22:22),"ring number 867, pit tagged on 11/20/2022, replaced barcode_id, sample_id KEL685",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes
36,KEL327,4/23/19,,Angavokely_Edup,-18.9327,47.7578,"KR, AG, AA, FR, CR",66,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,NA,female,NL,NA,no,NA,NA,unknown,310,20.5,132,66.7,29.8,6.7,8.1,yes,1,0,0,0,0,0,NA,0,1,1,300,NA,NA,NA,NA,0,NA,yes,mild,NA,necropsy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
37,KEL363,7/7/19,1208,Angavokely_Edup,-18.9327,47.7578,"KR, AA, FR, AG",71,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,NL,yes,no,NA,NA,unknown,196,19.2,114.3,47.5,24.1,small,small,yes,1,0,0,1,1,0,NA,1,1,1,600,NA,NA,NA,200,2,1,yes,new,99.8 (12:04),"band loose but young invididual that will grow, could not slip off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
38,KEL378,9/20/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, FR, SA, SK, KF, AA, SG",78,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,no,NA,NA,unknown,286,20.6,124.8,58.6,28.2,small,small,yes,1,0,0,0,0,0,NA,1,1,1,NA,NA,NA,NA,NA,2,1,yes,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
39,KEL391,10/17/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, FR, SA, SK, KF",82,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,250,21.3,114.4,55.2,26.2,small,small,yes,1,1,0,0,12,0,NA,1,1,1,600,NA,NA,NA,200,2,1,yes,mild,"99.5 (14:13), 101.0 (14:52), 96.9 (15:05), 95.1 (15:13), 94.4 (15:20)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
40,KEL394,10/17/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, FR, SA, SK, KF",82,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,no,NA,NA,unknown,290,21.2,126.5,58.9,28.3,small,small,yes,1,0,0,0,24,0,NA,0,1,1,500,NA,NA,NA,0,2,1,yes,mild,"100.2 (15:09), 97.9 (15:00), 96.3 (16:07), 94.6 (16:15)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
41,KEL402,11/16/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",86,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,yes,pup,KEL401,unknown,75,12.25,78.4,38.7,20.8,small,small,yes,1,0,0,0,0,0,NA,0,1,1,300,NA,NA,NA,50,2,1,yes,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
42,KEL414,11/16/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",86,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,yes,pup,KEL413,unknown,60,10.95,75.9,35.8,14.1,small,small,yes,1,0,0,0,0,0,NA,1,1,1,300,NA,NA,NA,50,2,1,yes,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
43,KEL416,11/16/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",86,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,no,pup,KEL415,unknown,86,12.59,88.9,39.3,15.5,small,small,yes,1,0,0,0,0,0,NA,1,1,1,300,NA,NA,NA,50,2,1,yes,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
44,KEL421,11/16/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",86,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,no,NA,NA,unknown,88.5,12.31,89.2,40.5,22.6,small,small,yes,1,0,0,0,0,0,NA,1,1,1,300,NA,NA,NA,100,2,1,yes,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
45,KEL422,11/16/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",86,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,yes,pup,KEL423,unknown,77,12.54,90.9,40.2,21.4,small,small,yes,1,0,0,0,0,0,NA,0,1,1,300,NA,NA,NA,100,2,1,yes,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
46,KEL435,12/11/19,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",89,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,A,no,no,NA,NA,unknown,307,20.8,125.8,61.8,25.7,small,small,yes,1,0,0,0,0,0,NA,1,1,1,500,NA,NA,NA,200,2,1,yes,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.9246024,2.075397642,no
47,KEL452,2/2/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",91,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,A,no,no,NA,NA,unknown,311,21.6,132.6,64.9,30.4,small,small,yes,1,0,0,0,0,0,NA,1,1,1,300,NA,NA,NA,200,2,1,yes,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.154375,-26.15437495,no
48,KEL457,2/2/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",91,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,yes,pup,KEL456,unknown,150,18.5,108.5,47.9,19,small,small,yes,1,0,0,0,0,0,NA,0,1,1,500,NA,NA,NA,200,2,1,yes,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
49,KEL460B,3/11/20,NA,Angavokely_Edup,-18.9327,47.7578,"AG,AS,FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,NA,17.7,120,50,26,small,small,yes,1,0,0,0,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,,,moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
50,KEL461B,3/11/20,NA,Angavokely_Edup,-18.9327,47.7578,"AG,AS,FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,male,J,yes,no,NA,NA,unknown,NA,20,123.5,57.5,27,small,small,yes,1,0,0,0,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,,,mild,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
51,KEL462,2/2/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",91,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,yes,pup,KEL461,unknown,170,17.5,110,48,22,small,small,yes,1,0,0,0,0,0,NA,0,1,1,550,NA,NA,NA,200,2,1,yes,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
52,KEL463B,3/11/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG,AS,FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,300,20.8,144,62,27,small,small,yes,1,0,0,0,0,0,NA,1,1,1,450,NA,NA,NA,150,2,1,yes,mild,98.6 (9:33),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
53,KEL467B,3/11/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG,AS,FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,300,21,122,58,24,small,small,yes,1,0,0,0,0,0,NA,0,1,1,350,NA,NA,NA,150,2,1,yes,moderate,98.8 (10:59),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
54,KEL468,2/2/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AA, AS, FR",91,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,NL,no,no,NA,NA,unknown,330,20,137,62,27,7.5,5,yes,1,0,0,0,0,0,NA,0,1,1,500,NA,NA,NA,250,2,1,yes,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.2082776,-3.208277557,no
55,KEL468B,3/11/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG,AS,FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,320,21.5,148,65,26,small,small,yes,1,0,0,0,0,0,NA,0,1,1,500,NA,NA,NA,150,2,1,yes,mild,100.8 (11:13),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
56,KEL469,3/10/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, SA, FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,240,20.8,125,56,25,small,small,yes,1,0,0,0,0,0,NA,0,1,1,450,NA,NA,NA,200,2,1,yes,mild,97.1 (11:28),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
57,KEL470,3/10/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, SA, FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,355,21.4,135,66,21,small,small,yes,1,0,0,0,0,0,NA,1,1,1,500,NA,NA,NA,100,2,1,yes,mild,"98.3 (13:06), 98.4 (13;20), 96.9 (13:29). 96.6 (13.33)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
58,KEL472,3/10/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, SA, FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,240,19,119,54,29,small,small,yes,1,0,0,0,0,0,NA,1,1,1,600,NA,NA,NA,200,2,1,yes,mild,101.0 (14:09),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
59,KEL473,3/10/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, SA, FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,260,19.7,123,58,22,small,small,yes,1,0,0,0,0,0,NA,1,1,1,450,NA,NA,NA,150,2,1,yes,mild,102.0 (14:17),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
60,KEL475,3/10/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, SA, FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,300,20.5,131,63,24,small,small,yes,1,0,0,0,0,0,NA,0,1,1,450,NA,NA,NA,200,2,1,yes,mild,99.3 (14:53),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
61,KEL476,3/10/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, SA, FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,310,20.7,132,63,24,small,small,yes,1,0,0,0,0,0,NA,1,1,1,500,NA,NA,NA,200,2,1,yes,mild,99.7 (15:48),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
62,KEL477,3/10/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, SA, FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,335,18.4,126,62,23,small,small,yes,1,0,0,0,0,0,NA,0,1,1,500,NA,NA,NA,200,2,1,yes,mild,98.6 (16:09),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
63,KEL478,3/10/20,9.56E+14,Angavokely_Edup,-18.9327,47.7578,"AG, SA, FR",94,NA,NA,NA,NA,NA,NA,NA,NA,Eidolon dupreanum,,no,female,J,yes,no,NA,NA,unknown,240,16.4,115,51,22,small,small,yes,1,0,0,0,0,0,NA,1,1,1,500,NA,NA,NA,200,2,1,yes,mild,98.7 (16:48),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
